facility_type,monthly_energy_kwh,renewable_energy_pct,peak_load_factor,facility_area_sqm,operational_days_year,equipment_efficiency_rating,logistics_distance_km,fuel_consumed_liters,waste_recycled_pct,water_usage_m3,annual_carbon_footprint_mt,energy_intensity_kwh_sqm,eco_composite_score,sustainability_tier
Manufacturing,393837.7,49.7,0.87,16875.6,350,3.43,22495.3,11877.1,73.4,19093.8,1789.97,280.1,58.0,Efficient (Tier B)
Data Center,383958.9,78.5,0.75,6770.1,360,4.88,3149.6,760.1,48.9,3180.6,625.24,680.6,59.2,Efficient (Tier B)
Data Center,672474.0,83.3,0.78,13785.1,365,3.35,3463.8,1955.8,91.4,9970.6,702.74,585.4,64.4,Efficient (Tier B)
Data Center,1659970.2,47.6,0.88,31818.6,365,4.02,4962.2,1969.8,67.0,18487.1,4632.03,626.0,49.3,Moderate (Tier C)
Logistics Hub,375190.2,36.5,0.51,59361.1,320,2.84,36002.2,5404.0,57.9,6958.4,2483.58,75.8,49.1,Moderate (Tier C)
Commercial Office,174729.5,50.5,0.75,15065.4,240,3.91,7828.9,367.2,88.0,2465.3,514.98,139.2,64.9,Efficient (Tier B)
Manufacturing,2523844.3,66.6,0.7,60167.6,300,4.33,8802.6,10088.3,53.2,25273.8,5848.69,503.4,59.9,Efficient (Tier B)
Manufacturing,514220.6,60.8,0.6,15349.1,350,3.6,36142.1,11313.7,58.7,11996.3,1761.15,402.0,59.7,Efficient (Tier B)
Commercial Office,171355.4,70.5,0.64,10807.3,260,4.78,5245.5,681.0,54.0,2496.8,529.69,190.3,68.6,Efficient (Tier B)
Manufacturing,289899.7,54.5,0.84,14453.0,250,2.12,41961.4,2932.1,41.4,16433.1,1289.28,240.7,41.2,Moderate (Tier C)
Healthcare,865078.3,22.8,0.8,22457.8,365,4.14,7059.1,3336.6,43.0,33436.3,4343.42,462.2,31.3,High Risk (Tier D)
Commercial Office,190316.2,61.9,0.72,10171.0,240,3.28,3347.6,2231.0,82.8,2250.4,511.04,224.5,56.3,Efficient (Tier B)
Commercial Office,171255.1,59.2,0.7,7875.1,240,3.88,1217.5,1019.0,47.4,3018.3,609.21,261.0,52.6,Moderate (Tier C)
Commercial Office,404929.8,76.5,0.55,19518.7,260,3.25,3671.5,1706.8,82.2,2052.3,720.84,248.9,63.5,Efficient (Tier B)
Logistics Hub,698390.5,40.2,0.56,70718.0,280,3.34,23467.9,4116.3,88.2,17256.0,2751.81,118.5,60.3,Efficient (Tier B)
Data Center,419574.3,14.2,0.75,9209.7,360,3.55,3102.4,1461.1,45.7,5459.3,1902.15,546.7,32.1,High Risk (Tier D)
Commercial Office,51970.9,26.3,0.51,5600.4,240,2.74,1912.6,1301.2,67.9,1892.8,337.68,111.4,48.8,Moderate (Tier C)
Commercial Office,141313.9,18.9,0.68,11060.2,240,2.65,5377.3,388.2,84.5,1124.8,734.86,153.3,48.3,Moderate (Tier C)
Data Center,1061277.8,22.3,0.84,32253.9,360,4.07,1452.1,1660.1,65.5,21422.5,4750.33,394.8,38.5,Moderate (Tier C)
Healthcare,1042607.8,31.3,0.81,36668.6,365,2.9,9913.0,1593.8,35.5,48169.4,4838.71,341.2,32.7,High Risk (Tier D)
Logistics Hub,393696.9,70.5,0.54,69657.8,280,3.64,22439.6,17095.5,71.6,15582.5,1987.66,67.8,71.0,Efficient (Tier B)
Commercial Office,160000.4,71.7,0.71,19497.7,240,3.65,4171.7,1194.7,54.3,3152.6,592.65,98.5,63.8,Efficient (Tier B)
Healthcare,1152703.7,31.6,0.82,43465.1,365,4.68,10625.0,5330.6,53.0,56949.2,5077.66,318.2,42.8,Moderate (Tier C)
Healthcare,460144.4,69.9,0.71,13781.7,365,4.29,8864.8,2938.4,23.9,9587.6,1376.98,400.7,47.8,Moderate (Tier C)
Logistics Hub,139519.4,38.1,0.74,17831.4,280,2.75,40438.6,7781.3,40.7,2291.0,1270.48,93.9,40.3,Moderate (Tier C)
Logistics Hub,242739.6,42.6,0.65,15085.5,320,3.23,59005.3,10081.9,70.7,1208.2,1284.19,193.1,49.9,Moderate (Tier C)
Commercial Office,364929.2,46.8,0.66,25302.3,260,4.48,5388.5,553.0,26.0,3008.6,1718.31,173.1,56.3,Efficient (Tier B)
Commercial Office,143522.2,83.5,0.58,10912.3,260,2.92,2333.4,2098.8,40.1,3102.6,516.17,157.8,61.9,Efficient (Tier B)
Commercial Office,43594.6,50.1,0.63,5391.9,260,2.6,3648.1,1206.5,61.9,1818.8,233.58,97.0,55.1,Efficient (Tier B)
Logistics Hub,815530.7,63.4,0.53,66428.3,280,3.44,34119.1,8044.4,89.4,5609.4,2065.36,147.3,71.5,Efficient (Tier B)
Manufacturing,1445973.6,19.9,0.67,60556.5,300,2.74,18068.4,11080.3,33.1,42906.6,7860.97,286.5,27.9,High Risk (Tier D)
Healthcare,1469979.2,57.7,0.79,39789.4,365,3.6,7600.6,1098.7,41.3,35826.4,3980.4,443.3,46.8,Moderate (Tier C)
Healthcare,452569.9,44.9,0.76,22192.5,365,2.85,9414.5,3435.3,37.8,29383.1,2007.73,244.7,40.2,Moderate (Tier C)
Manufacturing,1567596.9,40.8,0.63,43555.0,350,4.27,16965.2,9519.5,66.7,45262.2,5639.04,431.9,48.9,Moderate (Tier C)
Logistics Hub,316193.1,24.1,0.63,35215.7,320,3.25,59211.7,13315.7,81.8,8497.9,1964.91,107.7,53.9,Moderate (Tier C)
Manufacturing,1380285.9,66.1,0.65,30887.9,250,2.77,44553.5,11395.5,61.2,11251.3,3569.93,536.2,47.1,Moderate (Tier C)
Data Center,1172285.3,10.1,0.82,31717.8,365,3.81,572.8,1265.0,73.9,6584.4,5379.02,443.5,34.7,High Risk (Tier D)
Logistics Hub,204496.8,47.6,0.63,27286.1,320,3.63,33165.6,9547.1,81.0,2419.6,1128.21,89.9,65.8,Efficient (Tier B)
Manufacturing,550822.5,47.4,0.8,13216.5,300,4.35,13709.2,5080.9,64.2,5165.0,1782.47,500.1,51.6,Moderate (Tier C)
Logistics Hub,919705.2,54.4,0.57,56790.5,280,3.55,20161.0,17884.0,64.9,6275.0,3518.76,194.3,54.0,Moderate (Tier C)
Logistics Hub,582385.5,64.5,0.66,66031.0,320,3.0,45518.2,16630.7,73.5,8395.6,2299.06,105.8,67.0,Efficient (Tier B)
Commercial Office,59185.2,27.1,0.5,3666.7,240,3.76,4209.8,846.2,49.0,920.8,333.69,193.7,43.1,Moderate (Tier C)
Manufacturing,527807.1,20.2,0.63,16414.3,350,3.97,41603.1,11079.1,37.1,17073.8,3102.74,385.9,31.1,High Risk (Tier D)
Data Center,582795.4,63.2,0.94,11255.8,365,3.47,2703.4,903.6,67.2,2857.0,1364.92,621.3,51.7,Moderate (Tier C)
Commercial Office,141997.8,44.1,0.72,9704.9,260,3.78,2580.3,1242.1,78.3,2341.1,523.77,175.6,61.5,Efficient (Tier B)
Healthcare,866507.2,25.7,0.87,24693.1,365,4.53,13575.5,2204.0,35.3,10827.4,4355.52,421.1,38.8,Moderate (Tier C)
Commercial Office,469310.6,57.4,0.48,27462.1,260,3.83,7055.7,1830.5,72.0,8042.7,1365.67,205.1,62.9,Efficient (Tier B)
Data Center,499196.5,12.5,0.71,17589.6,360,4.83,3088.0,1528.7,43.5,8690.5,2659.29,340.6,36.6,Moderate (Tier C)
Commercial Office,308188.9,88.3,0.53,17061.8,240,4.44,2632.4,1815.3,42.7,4612.7,714.13,216.8,68.5,Efficient (Tier B)
Commercial Office,56163.2,44.6,0.53,6434.4,240,2.88,2030.5,1764.1,36.7,2413.6,447.74,104.7,43.3,Moderate (Tier C)
Logistics Hub,366018.5,38.1,0.5,33531.5,365,4.19,56589.8,11073.6,73.1,3335.3,2163.24,131.0,58.6,Efficient (Tier B)
Manufacturing,1877909.5,12.2,0.76,66942.1,300,2.74,38437.0,11101.4,24.7,39437.6,10809.74,336.6,19.2,High Risk (Tier D)
Logistics Hub,265732.5,21.7,0.42,21127.9,320,3.82,47454.2,6109.2,43.4,4788.3,1893.61,150.9,46.4,Moderate (Tier C)
Commercial Office,79119.4,66.2,0.76,5585.5,260,3.7,7410.5,1635.1,52.8,848.3,323.05,170.0,69.2,Efficient (Tier B)
Healthcare,1146197.6,60.2,0.78,29886.6,365,4.43,11388.0,3998.4,71.5,16912.0,2913.57,460.2,59.1,Efficient (Tier B)
Data Center,383381.6,50.5,0.76,9109.0,360,3.09,1409.1,1625.5,42.7,5881.3,1182.51,505.1,32.5,High Risk (Tier D)
Commercial Office,261243.4,20.4,0.56,19077.0,240,4.02,4628.2,393.0,73.3,2552.7,1300.24,164.3,47.9,Moderate (Tier C)
Healthcare,736955.2,65.6,0.79,34339.6,365,2.97,13748.7,5517.0,64.6,40110.6,2085.43,257.5,51.4,Moderate (Tier C)
Manufacturing,2049186.1,70.2,0.69,63855.0,350,2.86,27384.6,10219.2,57.1,74544.2,4638.33,385.1,43.1,Moderate (Tier C)
Healthcare,1539172.1,32.0,0.67,35163.6,365,2.81,2387.4,3729.4,50.0,43571.7,6188.55,525.3,31.7,High Risk (Tier D)
Commercial Office,153502.7,19.1,0.56,16458.3,260,3.36,712.1,429.0,67.7,2501.0,877.99,111.9,50.1,Moderate (Tier C)
Manufacturing,1687389.6,47.9,0.86,64405.5,300,2.68,11029.5,9446.7,69.5,43659.4,6014.34,314.4,41.6,Moderate (Tier C)
Data Center,1003737.3,79.7,0.93,21371.1,365,3.32,4203.4,1255.9,58.9,12135.0,1459.95,563.6,53.5,Moderate (Tier C)
Logistics Hub,209083.0,19.5,0.66,27586.2,320,4.02,36661.0,13520.9,45.0,6329.8,1987.95,91.0,50.8,Moderate (Tier C)
Manufacturing,1764403.5,16.4,0.61,45275.6,300,2.96,32642.9,8253.2,59.0,53390.7,9088.09,467.6,31.9,High Risk (Tier D)
Commercial Office,168930.1,19.4,0.71,15754.7,240,3.61,5555.2,1144.0,70.3,4216.2,943.23,128.7,51.2,Moderate (Tier C)
Data Center,352928.7,62.0,0.91,6584.7,360,4.79,989.5,1051.2,45.5,4281.5,890.06,643.2,55.5,Efficient (Tier B)
Commercial Office,197902.8,26.0,0.8,13105.0,240,4.32,7710.7,1124.7,60.8,3326.1,1014.32,181.2,52.8,Moderate (Tier C)
Manufacturing,646812.4,29.7,0.88,19402.6,300,3.86,5940.1,6506.0,31.3,7754.7,3110.77,400.0,31.5,High Risk (Tier D)
Healthcare,663923.8,26.2,0.73,21812.3,365,4.11,13945.1,2883.1,67.0,13339.9,2777.85,365.3,41.4,Moderate (Tier C)
Healthcare,914610.3,15.0,0.69,29150.7,365,3.7,5620.4,5704.4,48.4,40008.6,4913.36,376.5,29.0,High Risk (Tier D)
Healthcare,494213.7,47.5,0.87,16327.2,365,3.86,6344.8,1881.0,45.7,20904.6,1954.56,363.2,50.0,Moderate (Tier C)
Logistics Hub,272286.3,61.1,0.74,29136.5,280,4.06,21286.6,15943.6,61.9,3787.5,1565.62,112.1,62.9,Efficient (Tier B)
Manufacturing,1773067.2,48.6,0.62,63859.4,250,2.8,8014.2,13500.2,63.3,44159.5,5910.53,333.2,47.1,Moderate (Tier C)
Logistics Hub,387430.9,28.8,0.66,50523.4,320,4.23,50762.8,17478.4,34.8,3252.6,3643.87,92.0,48.2,Moderate (Tier C)
Manufacturing,1130818.0,12.5,0.63,58820.1,250,3.2,11694.7,13741.5,52.1,37500.0,6981.64,230.7,39.3,Moderate (Tier C)
Manufacturing,2780542.0,24.8,0.6,66809.9,250,2.33,39427.6,3759.6,78.5,74676.7,12079.24,499.4,35.6,Moderate (Tier C)
Data Center,1303223.5,82.2,0.87,28724.6,360,4.11,4854.4,1993.1,67.5,7753.5,1710.8,544.4,65.2,Efficient (Tier B)
Commercial Office,213122.5,33.6,0.47,12851.9,240,4.07,5342.0,1807.9,64.9,4825.0,928.22,199.0,50.9,Moderate (Tier C)
Logistics Hub,211450.8,56.1,0.44,41025.6,280,3.4,51786.6,11472.1,73.1,4828.6,1456.05,61.8,66.7,Efficient (Tier B)
Commercial Office,154973.0,30.5,0.51,17625.4,240,4.57,5790.7,2013.0,32.2,5367.0,1198.21,105.5,52.4,Moderate (Tier C)
Data Center,1474591.4,34.8,0.84,29884.7,360,3.17,2499.7,1729.0,63.1,17019.5,5289.09,592.1,35.7,Moderate (Tier C)
Data Center,1547529.2,25.4,0.92,26200.8,360,4.07,2536.0,1957.8,75.6,6023.1,5573.14,708.8,43.3,Moderate (Tier C)
Healthcare,453130.2,62.1,0.79,13045.5,365,4.74,13484.0,5716.9,27.1,6848.4,1514.9,416.8,53.0,Moderate (Tier C)
Data Center,1204261.5,53.5,0.74,23988.0,365,3.07,1257.8,1510.1,45.1,7442.1,3437.24,602.4,38.9,Moderate (Tier C)
Commercial Office,356074.8,55.7,0.77,27784.8,260,4.57,1386.2,845.6,79.1,9267.0,1011.57,153.8,70.9,Efficient (Tier B)
Manufacturing,735294.5,73.2,0.88,17253.7,350,3.67,39704.8,6397.5,21.1,5847.1,1909.88,511.4,43.8,Moderate (Tier C)
Logistics Hub,750103.1,61.5,0.4,76597.4,320,4.25,51878.3,12646.7,43.0,19068.1,3901.56,117.5,61.4,Efficient (Tier B)
Commercial Office,354904.1,88.3,0.46,25706.0,240,3.97,6852.9,1396.2,62.8,5765.4,626.17,165.7,72.8,Efficient (Tier B)
Manufacturing,2892638.3,12.9,0.8,66346.8,300,2.45,22303.0,5064.4,64.2,72714.5,15502.83,523.2,25.6,High Risk (Tier D)
Manufacturing,787829.7,49.4,0.69,26918.4,250,1.91,31957.8,8448.0,73.8,18835.6,2812.9,351.2,42.2,Moderate (Tier C)
Commercial Office,237241.8,26.3,0.78,13975.4,260,2.98,7338.4,519.6,67.8,4896.0,1009.04,203.7,41.2,Moderate (Tier C)
Commercial Office,130040.7,17.4,0.65,6215.1,240,3.83,817.0,1508.2,78.4,1133.5,676.71,251.1,53.4,Moderate (Tier C)
Data Center,701806.9,17.4,0.77,13271.9,360,4.41,4886.0,619.6,61.0,8811.1,3322.4,634.5,34.2,High Risk (Tier D)
Healthcare,714656.7,68.7,0.78,26747.5,365,4.57,14277.7,1322.9,34.9,18697.3,2115.59,320.6,58.0,Efficient (Tier B)
Manufacturing,1243785.8,5.3,0.71,55026.0,300,2.26,24359.6,10422.3,42.3,27759.1,7470.3,271.2,23.8,High Risk (Tier D)
Data Center,1680255.8,20.9,0.8,34065.8,360,3.51,4890.3,1752.5,81.5,23365.0,7412.2,591.9,37.4,Moderate (Tier C)
Healthcare,708200.1,32.5,0.66,15938.0,365,3.5,7572.4,5085.9,51.1,19808.5,2948.85,533.2,36.7,Moderate (Tier C)
Data Center,770849.2,47.1,0.9,30067.9,365,3.35,1503.6,1146.1,72.0,7659.8,2395.68,307.6,52.2,Moderate (Tier C)
Commercial Office,209931.3,83.4,0.64,16618.1,260,4.08,7493.3,452.3,57.6,5113.4,487.64,151.6,74.9,Efficient (Tier B)
Data Center,491096.9,62.1,0.92,15854.0,360,4.41,1411.2,1402.9,62.7,4906.6,1125.07,371.7,56.3,Efficient (Tier B)
Data Center,1472577.1,39.0,0.93,24614.0,365,4.62,1561.3,1030.3,92.5,11901.3,4814.29,717.9,55.8,Efficient (Tier B)
Healthcare,1130863.8,59.0,0.78,33777.3,365,3.12,6838.4,4298.4,36.5,47863.4,3500.34,401.8,37.2,Moderate (Tier C)
Data Center,502759.8,55.7,0.73,18018.7,365,3.36,1060.2,1846.8,72.6,5120.2,1211.65,334.8,51.5,Moderate (Tier C)
Healthcare,631791.9,51.6,0.73,28109.1,365,2.9,7143.7,1780.7,49.3,28609.3,2312.76,269.7,47.5,Moderate (Tier C)
Manufacturing,1017559.9,72.3,0.85,38225.4,300,2.58,20499.9,9521.3,32.1,30508.3,3107.47,319.4,38.8,Moderate (Tier C)
Manufacturing,1056656.2,71.8,0.86,32833.1,250,3.16,38965.5,4827.7,82.3,37483.8,1991.85,386.2,56.0,Efficient (Tier B)
Manufacturing,1669987.5,29.2,0.62,64441.6,250,3.31,38999.0,13951.9,32.1,48804.3,8146.22,311.0,35.0,Moderate (Tier C)
Commercial Office,32288.3,63.8,0.64,2134.4,240,3.65,2237.8,1400.5,83.8,354.2,126.84,181.5,70.4,Efficient (Tier B)
Data Center,246468.4,66.5,0.91,7564.7,360,4.85,645.0,1032.6,86.2,2935.7,440.24,391.0,65.5,Efficient (Tier B)
Healthcare,654367.9,34.7,0.9,21334.0,365,4.37,13663.7,3081.6,59.4,14026.8,2615.88,368.1,48.1,Moderate (Tier C)
Commercial Office,59687.8,63.5,0.47,5064.1,260,2.84,5948.5,597.9,42.7,1164.2,267.39,141.4,54.4,Moderate (Tier C)
Healthcare,851911.4,30.4,0.88,22212.0,365,3.86,2129.6,2560.0,44.0,18624.7,3548.64,460.2,39.2,Moderate (Tier C)
Manufacturing,952623.6,19.8,0.68,51123.3,350,3.77,22654.4,6063.7,37.3,28840.2,5141.01,223.6,42.2,Moderate (Tier C)
Healthcare,329971.6,53.0,0.66,11508.7,365,3.17,11708.0,2492.4,52.0,13063.1,1090.23,344.1,41.4,Moderate (Tier C)
Logistics Hub,408126.0,52.1,0.66,77315.4,320,4.22,22555.2,8575.5,72.7,6532.4,2005.67,63.3,70.7,Efficient (Tier B)
Logistics Hub,427801.3,41.3,0.64,35609.8,280,4.3,22850.1,8940.3,77.4,4454.8,1881.64,144.2,66.9,Efficient (Tier B)
Logistics Hub,963820.5,48.4,0.41,67139.4,365,3.08,25548.3,11455.2,30.1,4891.1,5082.97,172.3,50.3,Moderate (Tier C)
Logistics Hub,283324.0,57.5,0.74,36050.2,365,4.18,29092.3,11981.4,83.0,6477.7,1484.15,94.3,72.0,Efficient (Tier B)
Commercial Office,100032.4,49.5,0.7,8569.4,260,4.63,7489.3,1330.5,37.1,1643.0,537.04,140.1,61.4,Efficient (Tier B)
Manufacturing,1541013.7,24.6,0.63,51362.4,300,2.14,22491.8,10785.2,63.8,46999.1,7468.94,360.0,33.2,High Risk (Tier D)
Manufacturing,1787461.7,17.8,0.7,70301.3,300,3.13,16839.7,5914.2,40.2,81888.7,9203.06,305.1,28.9,High Risk (Tier D)
Healthcare,1116973.1,31.4,0.75,26866.0,365,4.29,13132.9,2412.1,65.8,22353.2,3966.0,498.9,46.1,Moderate (Tier C)
Commercial Office,39931.1,42.3,0.69,3241.7,260,4.4,4662.3,808.7,68.4,516.4,213.43,147.8,56.4,Efficient (Tier B)
Logistics Hub,755293.7,71.1,0.7,44059.0,280,2.54,47608.4,4497.7,47.8,10991.7,2244.88,205.7,56.4,Efficient (Tier B)
Commercial Office,122829.9,15.2,0.57,9207.5,260,2.57,7218.8,1665.0,65.8,2958.0,758.81,160.1,39.1,Moderate (Tier C)
Manufacturing,1501404.8,72.9,0.84,48251.6,250,3.47,23316.4,8806.0,61.2,53530.6,3384.54,373.4,54.3,Moderate (Tier C)
Manufacturing,1044963.6,66.4,0.65,59663.6,300,2.01,24763.2,6327.0,65.6,64747.6,3274.59,210.2,50.5,Moderate (Tier C)
Commercial Office,372015.8,56.2,0.58,20360.3,240,3.03,7167.4,231.9,56.3,3114.8,1271.03,219.3,52.5,Moderate (Tier C)
Data Center,161007.4,69.0,0.95,6375.6,365,4.22,3590.9,1026.7,82.2,3438.3,357.06,303.0,66.3,Efficient (Tier B)
Manufacturing,1748708.8,37.2,0.89,68212.1,300,2.38,6487.0,3689.7,25.0,76777.7,8192.19,307.6,33.5,High Risk (Tier D)
Commercial Office,586278.9,43.8,0.71,28872.4,240,3.16,5979.0,764.3,75.1,9077.6,2146.52,243.7,55.6,Efficient (Tier B)
Manufacturing,407816.3,32.4,0.81,19282.6,300,2.09,42403.1,5492.0,82.4,14819.9,1817.64,253.8,42.1,Moderate (Tier C)
Commercial Office,215103.9,15.6,0.75,11381.4,240,3.41,5971.3,597.0,74.3,2425.5,1157.84,226.8,39.1,Moderate (Tier C)
Data Center,1274992.0,24.6,0.81,23776.6,360,3.38,4030.3,1273.1,63.1,17499.7,5131.0,643.5,40.0,Moderate (Tier C)
Logistics Hub,362958.5,62.7,0.44,69134.8,280,3.06,58899.4,6555.4,69.5,8449.6,1906.58,63.0,61.2,Efficient (Tier B)
Data Center,976907.3,43.0,0.91,22433.7,365,3.6,2872.1,1038.1,61.3,17942.5,3371.51,522.6,42.3,Moderate (Tier C)
Commercial Office,171697.4,61.3,0.76,16100.3,260,3.49,6985.9,1767.2,31.1,1649.2,787.62,128.0,55.4,Efficient (Tier B)
Manufacturing,2718749.6,51.3,0.76,60760.7,300,2.45,24900.8,13334.7,64.8,42517.6,8755.69,536.9,40.0,Moderate (Tier C)
Manufacturing,1067419.7,50.9,0.72,66652.7,300,2.06,19832.2,10507.4,30.7,33552.2,5130.0,192.2,37.2,Moderate (Tier C)
Data Center,195276.2,82.6,0.93,6679.4,360,4.86,3592.7,776.8,50.7,2132.3,401.55,350.8,61.7,Efficient (Tier B)
Commercial Office,71074.8,45.9,0.63,6525.1,240,3.57,7458.8,717.6,40.8,1180.7,433.29,130.7,53.7,Moderate (Tier C)
Commercial Office,112364.4,89.3,0.65,5617.1,260,2.78,7057.2,243.1,52.5,1097.1,194.88,240.0,58.5,Efficient (Tier B)
Data Center,526479.2,35.9,0.95,8934.7,360,3.5,2186.8,1639.9,65.8,6259.2,2077.08,707.1,45.4,Moderate (Tier C)
Commercial Office,231253.1,82.5,0.76,26467.0,260,4.54,5879.7,415.1,47.6,10115.0,862.29,104.8,73.6,Efficient (Tier B)
Healthcare,456012.1,47.1,0.83,12126.7,365,4.59,2684.5,1536.9,21.8,12831.0,1723.93,451.2,40.2,Moderate (Tier C)
Logistics Hub,513846.7,41.9,0.66,40800.6,280,3.61,33209.5,10006.7,87.2,3890.5,1947.27,151.1,65.9,Efficient (Tier B)
Manufacturing,1263613.2,12.0,0.61,65279.4,350,2.57,31142.5,9866.8,84.7,54390.8,6145.94,232.3,40.7,Moderate (Tier C)
Commercial Office,223746.3,85.8,0.76,13211.7,260,2.97,6250.3,808.9,36.0,1405.9,543.89,203.2,67.5,Efficient (Tier B)
Manufacturing,234878.5,52.8,0.67,10621.3,300,4.43,7329.5,3874.1,59.4,4193.1,867.25,265.4,52.8,Moderate (Tier C)
Manufacturing,557815.7,15.4,0.79,33356.8,250,2.34,23898.4,7899.4,44.6,10560.5,3506.69,200.7,33.3,High Risk (Tier D)
Healthcare,856107.9,39.4,0.76,33298.0,365,3.91,13551.7,2495.6,61.1,18211.2,3546.63,308.5,50.2,Moderate (Tier C)
Manufacturing,475496.8,66.2,0.61,17140.9,300,2.11,10636.0,12242.7,71.3,14224.4,1547.38,332.9,47.8,Moderate (Tier C)
Commercial Office,344903.7,64.6,0.47,20864.8,260,4.8,1861.2,388.9,68.0,2985.2,879.76,198.4,69.0,Efficient (Tier B)
Commercial Office,476882.9,52.0,0.61,25741.9,260,3.01,5555.2,350.6,49.8,6080.7,1798.9,222.3,53.3,Moderate (Tier C)
Logistics Hub,260124.2,10.1,0.52,27042.4,365,3.54,45680.9,10292.7,63.6,2659.2,1921.19,115.4,47.8,Moderate (Tier C)
Commercial Office,400589.3,28.5,0.58,18538.3,240,3.38,2893.2,2146.8,26.0,3077.9,1961.69,259.3,32.0,High Risk (Tier D)
Manufacturing,723795.6,6.8,0.76,23687.6,300,2.57,40840.6,12338.8,25.8,10603.4,4720.88,366.7,16.4,High Risk (Tier D)
Data Center,802584.5,69.3,0.84,13596.4,360,4.24,751.8,1793.5,42.9,6649.9,1572.82,708.4,49.6,Moderate (Tier C)
Commercial Office,207199.2,51.8,0.55,16959.0,260,3.82,7878.8,798.3,27.6,5737.3,1027.21,146.6,53.6,Moderate (Tier C)
Manufacturing,1195326.6,57.9,0.79,59596.3,350,3.14,37367.3,6088.1,24.7,38752.1,5007.69,240.7,49.4,Moderate (Tier C)
Data Center,1239970.4,77.7,0.85,30955.1,360,3.22,3019.3,644.4,62.7,24339.6,2050.22,480.7,52.5,Moderate (Tier C)
Manufacturing,764920.8,67.9,0.64,19837.2,250,2.42,17680.6,4561.8,26.6,22124.1,2058.76,462.7,37.2,Moderate (Tier C)
Manufacturing,788028.5,19.8,0.72,19285.8,250,4.38,44618.6,11691.9,42.1,9052.1,3805.75,490.3,33.5,High Risk (Tier D)
Data Center,850509.5,22.6,0.9,14544.0,360,3.27,2410.9,444.0,76.1,6537.4,3375.0,701.7,39.6,Moderate (Tier C)
Manufacturing,1921909.1,56.1,0.8,61040.7,350,2.06,17754.1,13913.8,33.8,55582.7,7227.68,377.8,37.8,Moderate (Tier C)
Commercial Office,49951.9,22.2,0.54,4205.9,240,3.23,1593.9,2391.6,57.2,517.0,367.33,142.5,45.9,Moderate (Tier C)
Commercial Office,469938.1,59.4,0.78,24939.6,260,4.75,6429.4,1276.3,74.3,3141.8,1377.66,226.1,72.5,Efficient (Tier B)
Logistics Hub,339354.0,17.5,0.68,27396.6,320,3.01,25811.9,7684.7,71.8,3222.4,2062.56,148.6,44.0,Moderate (Tier C)
Manufacturing,1004616.3,59.9,0.66,23480.9,300,2.6,35741.5,7131.3,80.4,24359.1,2577.27,513.4,42.9,Moderate (Tier C)
Manufacturing,979851.0,72.5,0.85,59179.3,250,3.5,35486.8,12517.8,57.8,63139.9,3241.8,198.7,65.0,Efficient (Tier B)
Manufacturing,2711080.3,67.3,0.87,69062.6,250,1.82,6465.3,9160.7,39.6,44896.6,7058.94,471.1,36.3,Moderate (Tier C)
Commercial Office,216969.7,34.1,0.55,14097.4,260,2.52,2843.8,518.6,41.8,3900.9,1061.93,184.7,38.8,Moderate (Tier C)
Logistics Hub,630313.6,14.1,0.44,46742.0,320,3.28,43730.5,17201.6,62.2,4317.6,3955.13,161.8,43.8,Moderate (Tier C)
Manufacturing,397314.4,35.2,0.87,19268.8,300,4.01,25678.0,8711.5,27.5,17430.4,2092.93,247.4,39.5,Moderate (Tier C)
Healthcare,458705.8,11.5,0.71,11804.3,365,2.86,14735.0,5898.0,60.0,9631.8,2404.65,466.3,22.4,High Risk (Tier D)
Manufacturing,1200322.2,11.7,0.64,64015.8,350,2.2,10590.9,9001.0,38.6,75955.3,7797.77,225.0,28.3,High Risk (Tier D)
Commercial Office,237414.8,77.5,0.76,26344.9,260,3.67,6607.2,1907.2,41.5,9856.2,972.81,108.1,68.0,Efficient (Tier B)
Logistics Hub,420345.4,55.0,0.4,36534.3,365,3.74,35703.0,14954.2,82.9,4086.4,1861.3,138.1,70.2,Efficient (Tier B)
Healthcare,495698.5,38.0,0.78,22879.6,365,3.49,10738.9,5745.4,56.0,21373.4,2470.62,260.0,49.7,Moderate (Tier C)
Logistics Hub,180240.9,68.8,0.72,21727.3,280,2.53,24208.1,13559.7,47.5,4408.0,1248.13,99.5,60.1,Efficient (Tier B)
Logistics Hub,920422.9,16.8,0.64,75516.9,365,3.24,27286.1,9405.9,61.3,6193.5,5411.63,146.3,48.6,Moderate (Tier C)
Data Center,1319046.1,82.1,0.81,26611.4,365,4.84,663.1,1741.0,47.7,9007.7,1892.48,594.8,63.7,Efficient (Tier B)
Logistics Hub,872178.2,24.9,0.57,52714.2,280,4.02,30059.6,9307.7,36.2,12484.3,4917.78,198.5,43.9,Moderate (Tier C)
Manufacturing,1208108.0,46.4,0.79,32321.7,300,2.3,6557.3,2431.9,43.3,33886.4,4094.43,448.5,35.8,Moderate (Tier C)
Healthcare,893832.0,35.8,0.9,41086.4,365,4.03,4385.0,4331.2,67.4,50935.7,3673.58,261.1,54.5,Moderate (Tier C)
Commercial Office,74047.2,40.8,0.48,6220.5,240,4.0,6071.4,155.0,37.3,2411.6,381.96,142.8,53.3,Moderate (Tier C)
Logistics Hub,993823.2,38.1,0.43,70296.0,280,4.07,58344.1,13901.8,68.8,4636.2,4775.98,169.7,54.2,Moderate (Tier C)
